이석영뉴미디어도서관,경기도 남양주시 화도읍 맷돌로 84,37.65815984,127.2995319,031-595-8390,http://lib.nyj.go.kr/lsy,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,18:00,9:00,18:00,48913,20,14,615
가평군 한석봉도서관,경기도 가평군 가평읍 문화로 187,37.829691,127.506433,031-580-4041,www.gaplib.go.kr,1월 1일+설 연휴+추석연휴,7:00,23:59,7:00,23:59,7:00,23:59,140341,7,14,119
가평군 설악도서관,경기도 가평군 설악면 자잠로 65 가평설악도서관,37.683315,127.491015,031-580-4313,www.gaplib.go.kr,1월 1일+설 연휴+추석연휴,7:00,23:59,7:00,23:59,7:00,23:59,77707,7,14,42
가평군 청평도서관,경기도 가평군 청평면 은고개로 31,37.739591,127.42423,031-580-4332,www.gaplib.go.kr,1월 1일+설 연휴+추석연휴,7:00,23:59,7:00,23:59,7:00,23:59,81120,7,14,110
가평군 조종도서관,경기도 가평군 조종면 조종희망로 26번길22,37.81829,127.352981,031-580-4301,www.gaplib.go.kr,1월 1일+설 연휴+추석연휴,7:00,23:59,7:00,23:59,7:00,23:59,77327,7,14,72
구암도서관,대전광역시 유성구 유성대로626번길 57(구암동),36.34926753,127.330255,042-611-6630,http://lib.yuseong.go.kr/,일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,60080,5,14,92
노은도서관,대전광역시 유성구 원신흥남로 59 (원신흥동),36.33771587,127.3374864,042-611-6610,http://lib.yuseong.go.kr/,월+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,90102,5,14,212
원신흥도서관,대전광역시 유성구 노은동로 234번길35(지족동),36.38210426,127.3204213,042-611-6970,http://lib.yuseong.go.kr/,월+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,48726,5,14,98
유성도서관,대전광역시 유성구 대덕대로 507-38(가정동),36.37842291,127.3759135,042-611-6530,http://lib.yuseong.go.kr/,월+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,129721,5,14,186
진잠도서관,대전광역시 유성구 진잠로160번길 19(원내동),36.30315562,127.3197685,042-611-6590,http://lib.yuseong.go.kr/,월+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,83137,5,14,117
판교인생,경기도 성남시 분당구 판교역로 99,37.390227,127.108622,031-620-2817,https://www.snlib.go.kr/small,공휴일,9:00,18:00,9:00,14:00,0:00,0:00,4994,6,14,65
하늘달팽이,경기도 성남시 수정구 양지로35번길 4 (양지동),37.458106,127.162618,070-8861-0574,https://www.snlib.go.kr/small,토+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,12910,6,14,30
하얀마을수,"경기도 성남시 분당구 금곡로25번길 10, 지하1층(구미동)",37.344538,127.112319,031-718-2779,https://www.snlib.go.kr/small,토+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,2331,6,14,30
한마음점자,경기도 성남시 분당구 야탑로 227,37.408228,127.144153,031-725-9570,https://www.snlib.go.kr/small,토+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,19024,6,14,29
한솔,"경기도 성남시 분당구 내정로 94 (정자동,한솔주공7단지)",37.367389,127.115509,031-8022-1177,https://www.snlib.go.kr/small,토+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,14642,6,14,30
성내도서관,"서울특별시 강동구 성안로 106-1 (성내동, 성내도서관)",37.53284628,127.1333283,02-471-0044,https://www.gdlibrary.or.kr,매주월요일,9:00,18:00,9:00,17:00,9:00,17:00,80820,6,14,208
해공도서관,"서울특별시 강동구 올림픽로 702 (천호동, 해공공원)",37.54394767,127.1255384,02-478-9656,https://www.gdlibrary.or.kr,매주화요일,9:00,18:00,9:00,17:00,9:00,17:00,87929,6,14,214
강일도서관,"서울특별시 강동구 아리수로93길 9-14,4,5층(강일동)",37.5650504,127.1739063,02-427-4004,https://www.gdlibrary.or.kr,매주화요일,9:00,18:00,9:00,17:00,9:00,17:00,93459,6,14,214
암사도서관,"서울특별시 강동구 고덕로20길 42 (암사동, 암사도서관)",37.5528007,127.1333457,02-429-0476,https://www.gdlibrary.or.kr,매주월요일,9:00,18:00,9:00,17:00,9:00,17:00,93601,6,14,391
천호도서관,"서울특별시 강동구 성안로31마길 1(천호동, 천호도서관)",37.54052196,127.1340837,02-488-7223,https://www.gdlibrary.or.kr,매주월요일,9:00,18:00,9:00,17:00,9:00,17:00,45727,6,14,138
둔촌도서관,"서울특별시 강동구 동남로49길 21-8(둔촌동, 둔촌도서관)",37.5317359,127.1483674,02-489-6557,https://www.gdlibrary.or.kr,매주화요일,9:00,18:00,9:00,17:00,9:00,17:00,18911,6,14,221
양천중앙도서관,서울특별시 양천구 신정로7길 81(신정동),37.51296565,126.8341534,02-2699-5919,http://lib.yangcheon.or.kr,금+법정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,82807,5,14,388
자두꽃작은도서관,경상북도 김천시 신양1길 22,36.13530041,128.115855,054-437-5870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,15584,7,15,25
큰숲작은도서관,경상북도 김천시 영남대로 2040-20,36.11678178,128.1486351,054-435-7830,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,14064,7,15,32
기장도서관,부산광역시 기장군 기장읍 차성동로126번길 13-5,35.24968318,129.2173047,051-709-5351,http://library.gijang.go.kr/gijang/main.do,매주 월요일+국가공휴일,7:00,23:59,7:00,23:59,0:00,0:00,183618,5,14,524
정관도서관,부산광역시 기장군 정관읍 정관중앙로100,35.32529082,129.1817313,051-709-3901,http://library.gijang.go.kr/jglib/main.do,연중무휴(자료실 휴실 : 신정 명절연휴 매월 둘째 월요일),7:00,23:59,7:00,23:59,7:00,23:59,209012,5,14,977
정관어린이도서관,부산광역시 기장군 정관읍 정관8로 11,35.32389937,129.177611,051-709-5386,http://library.gijang.go.kr/jgchildlib/main.do,매주 화요일+국가공휴일,9:00,22:00,9:00,18:00,0:00,0:00,44610,5,14,136
대라다목적도서관,부산광역시 기장군 기장읍 차성서로86,35.24079915,129.2105922,051-709-3961,http://library.gijang.go.kr/daera/main.do,매주 화요일+국가공휴일,9:00,22:00,9:00,18:00,0:00,0:00,43499,5,14,265
내리새라도서관,부산광역시 기장군 기장읍 기장대로51,35.20182015,129.2061857,051-709-3967,https://library.gijang.go.kr/naeri/main.do,매주 월요일+국가공휴일,9:00,22:00,9:00,18:00,0:00,0:00,20575,5,14,183
고촌어울림도서관,부산광역시 기장군 철마면 고촌로51,35.23872961,129.1686978,051-709-5381,https://library.gijang.go.kr/gochon/main.do,매주 월요일+국가공휴일,9:00,22:00,9:00,18:00,0:00,0:00,21537,5,14,194
교리도서관,부산광역시 기장군 기장읍 차성로417번길 11,35.25512522,129.2151737,051-709-5375,https://library.gijang.go.kr/gyori/main.do,매주 월요일+국가공휴일,9:00,22:00,9:00,18:00,0:00,0:00,22907,5,14,160
정약용도서관,경기도 남양주시 다산중앙로82번안길 138,37.61215767,127.1673571,031-590-2587,http://lib.nyj.go.kr/jyy,첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,18:00,9:00,18:00,209359,20,14,560
와부도서관,경기도 남양주시 와부읍 월문천로 43,37.5856854,127.2174983,031-590-8920,http://lib.nyj.go.kr/waboo,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,140750,20,14,430
화도도서관,경기도 남양주시 화도읍 수레로1260번길 33,37.6501371,127.3058147,031-590-4587,http://lib.nyj.go.kr/hwado,첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,129560,20,14,328
진건도서관,경기도 남양주시 진건읍 진건오남로 41-25,37.6551356,127.1774389,031-590-8260,http://lib.nyj.go.kr/jingeon,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,102055,20,14,263
평내도서관,경기도 남양주시 의안로 134,37.6417431,127.2388903,031-590-8562,http://lib.nyj.go.kr/pynae,첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,122330,20,14,303
호평도서관,경기도 남양주시 천마산로 67,37.66764367,127.2480045,031-590-8340,http://lib.nyj.go.kr/hp,둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,65288,20,14,286
별내도서관,경기도 남양주시 별내면 청학로 86-1,37.7083499,127.1178283,031-590-8808,http://lib.nyj.go.kr/bnae,둘째·넷째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,119441,20,14,329
진접도서관,경기도 남양주시 진접읍 금강로 1554-11,37.7296018,127.1941965,031-590-5310,http://lib.nyj.go.kr/jinjeop,첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,101090,20,14,614
진접푸른숲도서관,경기도 남양주시 진접읍 해밀예당2로 35,37.7156893,127.1929216,031-590-5330,http://lib.nyj.go.kr/jinjeopgw,둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,100538,20,14,549
오남도서관,경기도 남양주시 오남읍 양지로240번길 12,37.6979608,127.1978694,031-590-8531,http://lib.nyj.go.kr/onam,첫째·셋째 금요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,122425,20,14,312
퇴계원도서관,경기도 남양주시 퇴계원읍 도제원로 12,37.6491214,127.1452884,031-590-3910,http://lib.nyj.go.kr/toegyewon,둘째·넷째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,93859,20,14,256
별빛도서관,경기도 남양주시 별내중앙로 102,37.65093701,127.1203257,031-590-5349,http://lib.nyj.go.kr/bbit,첫째·셋째 월요일+1월 1일+설날·추석 연휴(대체공휴일 포함),9:00,22:00,9:00,22:00,9:00,22:00,91555,20,14,596
중앙도서관,경기도 연천군 전곡읍 전은길 9-26,38.0323136,127.0709935,031-839-4414,http://library.yeoncheon.go.kr,국가지정공휴일,9:00,23:00,9:00,23:00,9:00,23:00,106654,10,14,153
속초시립도서관,강원도 속초시 조양로 89 (조양동),38.18676048,128.5906558,033-631-1443,http://library.sokcho.go.kr/,월+공휴일,9:00,22:00,9:00,18:00,0:00,0:00,60860,5,14,300
풀이음작은도서관,강원도 속초시 미시령로3337번길 6-15 (교동),38.20640878,128.5718215,033-636-1484,http://library.sokcho.go.kr/,월+공휴일,9:00,22:00,9:00,18:00,0:00,0:00,11016,5,14,48
중앙도서관,충청남도 보령시 천변북길 121,36.35124908,126.6008951,041-930-0971,https://brcn.go.kr/lib/,"매주 금요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",8:00,22:00,9:00,18:00,0:00,0:00,111662,5,14,246
죽정도서관,충청남도 보령시 체육관길 17,36.35774126,126.6085607,041-930-0972,https://brcn.go.kr/lib/,"매주 화요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,22:00,9:00,18:00,0:00,0:00,50001,5,14,137
주산도서관,충청남도 보령시 주산면 충서로 411,36.19943776,126.6331982,041-930-0973,https://brcn.go.kr/lib/,"매주 일요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,38705,5,14,60
오천작은도서관,충청남도 보령시 오천면 충청수영로 838,36.43873108,126.5218698,041-930-0974,https://brcn.go.kr/lib/,"매주 일요일+매주 월요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,8007,5,14,36
대천항작은도서관,충청남도 보령시 대천항로 370,36.32660911,126.5061044,041-930-0975,https://brcn.go.kr/lib/,"매주 일요일+매주 월요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,3255,5,14,20
청소작은도서관,충청남도 보령시 청소면 청소큰길 167,36.4454624,126.5895719,041-930-0976,https://brcn.go.kr/lib/,"매주 일요일+매주 월요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,1496,5,14,9
문화의전당작은도서관,충청남도 보령시 대흥로 63,36.35071294,126.5905262,041-930-0977,https://brcn.go.kr/lib/,"매주 일요일+매주 월요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,6122,5,14,20
청라애작은도서관,충청남도 보령시 청라면 원모루길 234-1,36.38971731,126.6740658,041-930-0978,https://brcn.go.kr/lib/,"매주 일요일+매주 월요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,2264,5,14,24
성주고을작은도서관,충청남도 보령시 성주면 화장골길 110-15,36.33035904,126.6512779,041-930-0979,https://brcn.go.kr/lib/,"매주 일요일+매주 월요일+국가지정 공휴일, ※ 공휴일 운영시각은 00:00으로 표기함",9:00,18:00,9:00,18:00,0:00,0:00,2583,5,14,20
사천시어린이도서관,경상남도 사천시 사남면 조동길 49-30,35.05953314,128.0664465,055-831-2966,https://elc.sacheon.go.kr/,월요일,9:00,18:00,9:00,18:00,0:00,0:00,33966,5,14,20
김천시립도서관,경상북도 김천시 평화순환길 111,36.12333825,128.1099149,054-437-7801,www.gcl.go.kr,월+공휴일(일 제외)+열람실은 연중 개관(신정 및 설·추석연휴 제외),9:00,18:00,9:00,17:00,9:00,17:00,246726,7,15,759
김천시립율곡도서관,경상북도 김천시 용전1로1길 17,36.1221337,128.1887591,054-421-0200,www.gcl.go.kr,월+공휴일(일 제외)+열람실은 연중 개관(신정 및 설·추석연휴 제외),9:00,18:00,9:00,17:00,9:00,17:00,93368,7,15,1162
푸름찬작은도서관,경상북도 김천시 아포읍 한지2길 64-9,36.15863504,128.2633998,054-435-7870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,14747,7,15,23
꿈앤들작은도서관,경상북도 김천시 어모면 어모문화3길 28-7,36.181619,128.116421,054-437-7870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,12945,7,15,12
달봉산작은도서관,경상북도 김천시 시청6길 7,36.14095359,128.1135874,054-433-7870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,15945,7,15,28
김산고을작은도서관,경상북도 김천시 삼락택지길 132,36.14277055,128.0992749,054-439-7870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,18699,7,15,31
보랏빛꿈작은도서관,경상북도 김천시 부곡길 162,36.12499484,128.0963449,054-435-6870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,15268,7,15,16
삼산이수작은도서관,경상북도 김천시 모암사랑길55,36.12375238,128.1260248,054-431-6870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,16806,7,15,33
고래실작은도서관,경상북도 김천시 고래실3길 45-14,36.12260187,128.0825356,054-436-6870,www.gcl.go.kr,월+공휴일,13:00,18:00,13:00,18:00,0:00,0:00,14041,7,15,14
